"","ST","STATE","OCC_TITLE","A_MEAN","Year","A_ADJ"
"26660","OR","Oregon","Computer and Information Research Scientists",154220,2016,141976
"26661","OR","Oregon","Computer Systems Analysts",87290,2016,80360
"26663","OR","Oregon","Computer Programmers",77780,2016,71605
"26664","OR","Oregon","Software Developers, Applications",99670,2016,91757
"26665","OR","Oregon","Software Developers, Systems Software",101560,2016,93497
"26666","OR","Oregon","Web Developers",64300,2016,59195
"26667","OR","Oregon","Database Administrators",84540,2016,77828
"26668","OR","Oregon","Network and Computer Systems Administrators",78530,2016,72295
"26674","OR","Oregon","Operations Research Analysts",75710,2016,69699
"26675","OR","Oregon","Statisticians",73470,2016,67637
"27095","OR","Oregon","Data Entry Keyers",30740,2016,28299
"27103","OR","Oregon","Statistical Assistants",42900,2016,39494
"27366","PA","Pennsylvania","Computer and Information Systems Managers",143260,2016,133637
"27367","PA","Pennsylvania","Financial Managers",149980,2016,139906
"27392","PA","Pennsylvania","Business and Financial Operations Occupations",72010,2016,67173
"27415","PA","Pennsylvania","Financial Analysts",84880,2016,79179
"27416","PA","Pennsylvania","Personal Financial Advisors",119140,2016,111138
"27424","PA","Pennsylvania","Computer and Mathematical Occupations",81100,2016,75653
"27425","PA","Pennsylvania","Computer and Information Research Scientists",108640,2016,101343
"27426","PA","Pennsylvania","Computer Systems Analysts",89100,2016,83115
"27428","PA","Pennsylvania","Computer Programmers",81120,2016,75671
"27429","PA","Pennsylvania","Software Developers, Applications",95200,2016,88806
"27430","PA","Pennsylvania","Software Developers, Systems Software",97890,2016,91315
"27431","PA","Pennsylvania","Web Developers",67360,2016,62836
"27432","PA","Pennsylvania","Database Administrators",81440,2016,75970
"27433","PA","Pennsylvania","Network and Computer Systems Administrators",76130,2016,71016
"27440","PA","Pennsylvania","Operations Research Analysts",78430,2016,73162
"27441","PA","Pennsylvania","Statisticians",73040,2016,68134
"27885","PA","Pennsylvania","Data Entry Keyers",30860,2016,28787
"27893","PA","Pennsylvania","Statistical Assistants",51160,2016,47724
"28179","RI","Rhode Island","Computer and Information Systems Managers",141240,2016,130685
"28180","RI","Rhode Island","Financial Managers",141420,2016,130852
"28203","RI","Rhode Island","Business and Financial Operations Occupations",75000,2016,69395
"28223","RI","Rhode Island","Financial Analysts",77730,2016,71921
"28224","RI","Rhode Island","Personal Financial Advisors",127380,2016,117861
"28232","RI","Rhode Island","Computer and Mathematical Occupations",85200,2016,78833
"28233","RI","Rhode Island","Computer and Information Research Scientists",108810,2016,100679
"28234","RI","Rhode Island","Computer Systems Analysts",93500,2016,86513
"28236","RI","Rhode Island","Computer Programmers",77190,2016,71422
"28237","RI","Rhode Island","Software Developers, Applications",92310,2016,85412
"28238","RI","Rhode Island","Software Developers, Systems Software",108820,2016,100688
"28239","RI","Rhode Island","Web Developers",NA,2016,NA
"28240","RI","Rhode Island","Database Administrators",91880,2016,85014
"28241","RI","Rhode Island","Network and Computer Systems Administrators",86200,2016,79758
"28248","RI","Rhode Island","Operations Research Analysts",NA,2016,NA
"28249","RI","Rhode Island","Statisticians",81920,2016,75798
"28581","RI","Rhode Island","Data Entry Keyers",36520,2016,33791
"28587","RI","Rhode Island","Statistical Assistants",46200,2016,42747
"28761","SC","South Carolina","Computer and Information Systems Managers",118710,2016,120056
"28762","SC","South Carolina","Financial Managers",116480,2016,117801
"28786","SC","South Carolina","Business and Financial Operations Occupations",60870,2016,61560
"28807","SC","South Carolina","Financial Analysts",71450,2016,72260
"28808","SC","South Carolina","Personal Financial Advisors",109370,2016,110610
"28816","SC","South Carolina","Computer and Mathematical Occupations",71730,2016,72544
"28817","SC","South Carolina","Computer and Information Research Scientists",95060,2016,96138
"28818","SC","South Carolina","Computer Systems Analysts",77120,2016,77995
"28820","SC","South Carolina","Computer Programmers",82450,2016,83385
"28821","SC","South Carolina","Software Developers, Applications",86080,2016,87056
"28822","SC","South Carolina","Software Developers, Systems Software",80400,2016,81312
"28823","SC","South Carolina","Web Developers",65760,2016,66506
"28824","SC","South Carolina","Database Administrators",76530,2016,77398
"28825","SC","South Carolina","Network and Computer Systems Administrators",73730,2016,74566
"28831","SC","South Carolina","Operations Research Analysts",71810,2016,72624
"28832","SC","South Carolina","Statisticians",70110,2016,70905
"29230","SC","South Carolina","Data Entry Keyers",31100,2016,31453
"29238","SC","South Carolina","Statistical Assistants",39820,2016,40272
"29487","SD","South Dakota","Computer and Information Systems Managers",126840,2016,131333
"29488","SD","South Dakota","Financial Managers",134380,2016,139140
"29508","SD","South Dakota","Business and Financial Operations Occupations",63450,2016,65698
"29529","SD","South Dakota","Financial Analysts",70330,2016,72821
"29530","SD","South Dakota","Personal Financial Advisors",82540,2016,85464
"29538","SD","South Dakota","Computer and Mathematical Occupations",63930,2016,66195
"29539","SD","South Dakota","Computer Systems Analysts",72630,2016,75203
"29541","SD","South Dakota","Computer Programmers",53070,2016,54950
"29542","SD","South Dakota","Software Developers, Applications",78230,2016,81001
"29543","SD","South Dakota","Software Developers, Systems Software",90410,2016,93612
"29544","SD","South Dakota","Web Developers",64090,2016,66360
"29545","SD","South Dakota","Database Administrators",73300,2016,75896
"29546","SD","South Dakota","Network and Computer Systems Administrators",61570,2016,63751
"29878","SD","South Dakota","Data Entry Keyers",25840,2016,26755
"30073","TN","Tennessee","Computer and Information Systems Managers",107500,2016,109203
"30074","TN","Tennessee","Financial Managers",105530,2016,107202
"30098","TN","Tennessee","Business and Financial Operations Occupations",64020,2016,65034
"30121","TN","Tennessee","Financial Analysts",75170,2016,76361
"30122","TN","Tennessee","Personal Financial Advisors",101630,2016,103240
"30130","TN","Tennessee","Computer and Mathematical Occupations",71930,2016,73070
"30131","TN","Tennessee","Computer and Information Research Scientists",103610,2016,105251
"30132","TN","Tennessee","Computer Systems Analysts",74800,2016,75985
"30134","TN","Tennessee","Computer Programmers",72260,2016,73405
"30135","TN","Tennessee","Software Developers, Applications",84340,2016,85676
"30136","TN","Tennessee","Software Developers, Systems Software",87320,2016,88703
"30137","TN","Tennessee","Web Developers",59660,2016,60605
"30138","TN","Tennessee","Database Administrators",84290,2016,85625
"30139","TN","Tennessee","Network and Computer Systems Administrators",78880,2016,80130
"30145","TN","Tennessee","Operations Research Analysts",69420,2016,70520
"30146","TN","Tennessee","Statisticians",68350,2016,69433
"30569","TN","Tennessee","Data Entry Keyers",29270,2016,29734
"30577","TN","Tennessee","Statistical Assistants",47780,2016,48537
"30848","TX","Texas","Computer and Information Systems Managers",154620,2016,145873
"30849","TX","Texas","Financial Managers",149470,2016,141015
"30873","TX","Texas","Business and Financial Operations Occupations",77250,2016,72880
"30896","TX","Texas","Financial Analysts",92920,2016,87664
"30897","TX","Texas","Personal Financial Advisors",115350,2016,108825
"30905","TX","Texas","Computer and Mathematical Occupations",86920,2016,82003
"30906","TX","Texas","Computer and Information Research Scientists",98830,2016,93239
"30907","TX","Texas","Computer Systems Analysts",93610,2016,88315
"30909","TX","Texas","Computer Programmers",85210,2016,80390
"30910","TX","Texas","Software Developers, Applications",104910,2016,98975
"30911","TX","Texas","Software Developers, Systems Software",106280,2016,100268
"309121","TX","Texas","Web Developers",71140,2016,67116
"309131","TX","Texas","Database Administrators",84570,2016,79786
"30914","TX","Texas","Network and Computer Systems Administrators",87790,2016,82824
"30921","TX","Texas","Operations Research Analysts",82260,2016,77607
"30922","TX","Texas","Statisticians",75830,2016,71540
"31373","TX","Texas","Data Entry Keyers",29500,2016,27831
"31381","TX","Texas","Statistical Assistants",53150,2016,50143
"31674","UT","Utah","Computer and Information Systems Managers",113210,2016,106586
"31675","UT","Utah","Financial Managers",109500,2016,103093
"31698","UT","Utah","Business and Financial Operations Occupations",64740,2016,60952
"31720","UT","Utah","Financial Analysts",79490,2016,74839
"31721","UT","Utah","Personal Financial Advisors",87650,2016,82521
"31729","UT","Utah","Computer and Mathematical Occupations",77210,2016,72692
"31730","UT","Utah","Computer and Information Research Scientists",91680,2016,86315
"31731","UT","Utah","Computer Systems Analysts",80660,2016,75940
"31733","UT","Utah","Computer Programmers",78210,2016,73634
"31734","UT","Utah","Software Developers, Applications",95190,2016,89620
"31735","UT","Utah","Software Developers, Systems Software",101890,2016,95928
"31736","UT","Utah","Web Developers",64420,2016,60651
"31737","UT","Utah","Database Administrators",88000,2016,82851
"31738","UT","Utah","Network and Computer Systems Administrators",76080,2016,71628
"31744","UT","Utah","Operations Research Analysts",80570,2016,75856
"31745","UT","Utah","Statisticians",84180,2016,79254
"32146","UT","Utah","Data Entry Keyers",32080,2016,30203
"32154","UT","Utah","Statistical Assistants",47300,2016,44532
"32403","VT","Vermont","Computer and Information Systems Managers",132070,2016,118712
"32404","VT","Vermont","Financial Managers",121890,2016,109562
"32424","VT","Vermont","Business and Financial Operations Occupations",65630,2016,58992
"32445","VT","Vermont","Financial Analysts",92780,2016,83396
"32446","VT","Vermont","Personal Financial Advisors",71530,2016,64295
"32454","VT","Vermont","Computer and Mathematical Occupations",76350,2016,68628
"32455","VT","Vermont","Computer Systems Analysts",78260,2016,70345
"32457","VT","Vermont","Computer Programmers",69480,2016,62453
"32458","VT","Vermont","Software Developers, Applications",93500,2016,84043
"32459","VT","Vermont","Software Developers, Systems Software",107830,2016,96924
"32460","VT","Vermont","Web Developers",65930,2016,59262
"32461","VT","Vermont","Database Administrators",71510,2016,64277
"32462","VT","Vermont","Network and Computer Systems Administrators",72190,2016,64889
"324671","VT","Vermont","Operations Research Analysts",78300,2016,70381
"32468","VT","Vermont","Statisticians",67700,2016,60853
"32800","VT","Vermont","Data Entry Keyers",29900,2016,26876
"32983","VA","Virginia","Computer and Information Systems Managers",163880,2016,146012
"32984","VA","Virginia","Financial Managers",153070,2016,136380
"33008","VA","Virginia","Business and Financial Operations Occupations",82750,2016,73728
"33030","VA","Virginia","Financial Analysts",92570,2016,82477
"33031","VA","Virginia","Personal Financial Advisors",124360,2016,110801
"33039","VA","Virginia","Computer and Mathematical Occupations",98540,2016,87796
"33040","VA","Virginia","Computer and Information Research Scientists",126800,2016,112975
"33041","VA","Virginia","Computer Systems Analysts",98470,2016,87734
"33043","VA","Virginia","Computer Programmers",94680,2016,84357
"33044","VA","Virginia","Software Developers, Applications",110030,2016,98033
"33045","VA","Virginia","Software Developers, Systems Software",117330,2016,104537
"33046","VA","Virginia","Web Developers",80950,2016,72124
"33047","VA","Virginia","Database Administrators",96170,2016,85684
"33048","VA","Virginia","Network and Computer Systems Administrators",94330,2016,84045
"33055","VA","Virginia","Operations Research Analysts",106490,2016,94879
"33056","VA","Virginia","Statisticians",81780,2016,72863
"33485","VA","Virginia","Data Entry Keyers",32310,2016,28787
"33493","VA","Virginia","Statistical Assistants",48290,2016,43025
"33759","WA","Washington","Computer and Information Systems Managers",149580,2016,130346
"33760","WA","Washington","Financial Managers",127290,2016,110922
"33785","WA","Washington","Business and Financial Operations Occupations",76850,2016,66968
"33806","WA","Washington","Financial Analysts",81340,2016,70881
"33807","WA","Washington","Personal Financial Advisors",112860,2016,98348
"33815","WA","Washington","Computer and Mathematical Occupations",104430,2016,91002
"33816","WA","Washington","Computer and Information Research Scientists",133950,2016,116726
"33817","WA","Washington","Computer Systems Analysts",93790,2016,81730
"33819","WA","Washington","Computer Programmers",116170,2016,101232
