"xxx"	"xxx"	"xxx"	"Global Product Marketing Director, Google Pay and Google Play"	"San Francisco Bay Area"	500	"University of Pennsylvania - The Wharton School"	2004	"2006"	"   Finance and Marketing"	"   MBA"	"University of Pennsylvania"	1994	"1999"	"   Electrical Engineering"	"   B.S."	"University of Pennsylvania - The Wharton School"	1994	1999	"   Economics"	"   B.S."	"Google Trends and Brand Metrics"	2006	"2008"	"   Product Marketing Manager"	"   Mountain View, CA"	"DoubleClick and Google Display Network"	2007	"2010"	"   Sr. Product Marketing Manager"	"   Mountain View, CA"	"Google Local and Small Business"	2010	"2013"	"   Group Product Marketing Manager"	"   Mountain View, CA"	NA
"xxx"	"xxx"	"xxx"	"Dir. Product Management, Google Identity, Account Security, and Spam &amp; Abuse"	"San Francisco Bay Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"Yahoo!"	2007	"2010.7"	"   &#92;"	"   San Francisco Bay Area"	"Messaging Anti-Abuse Working Group"	2007	"2014"	"   Board of Directors"	""	"Yahoo!"	2007.6	"2010.7"	"   Sr. Director of Product Management, Yahoo! Mail"	"   San Francisco Bay Area"	NA
"xxx"	"xxx"	"xxx"	"Partner Lead, VCs &amp; Startups at Google"	"New York, New York"	500	"Cornell University"	1993	"1996"	"   Communication"	"   BS"	""	NA	""	""	""	""	NA	NA	""	""	"WeMedia"	2000.4	"2001.3"	"   Manager, Business Development and Corporate Strategy Group"	""	"Primedia"	2001.4	"2002.4"	"   Analyst, Business Development / Corporate Finance"	""	"ALM"	2002.7	"2011.6"	"   Director, Custom Projects | Manager, Marketing Database | Manager, Business Development &amp; Strategy"	""	NA
"xxx"	"xxx"	"xxx"	"Machine Learning Researcher at Google"	"San Francisco Bay Area"	500	"University of Cambridge"	2012	"2016"	"   Theoretical Physics"	"   Doctor of Philosophy (PhD)"	"University of Cambridge"	2011	"2012"	"   Theoretical Physics"	"   Master of Science (MSci)"	"University of Cambridge"	2008	2011	"   Natural Sciences"	"   Bachelor of Arts (B.A.)"	"Freie UniversitÃ¤t Berlin"	2011.7	"2011.9"	"   Research Intern"	"   Berlin Area, Germany"	"University of Cambridge"	2012.1	"2016.6"	"   PhD Student"	""	"ASI Data Science"	2016.1	"2016.3"	"   Data Science Fellow"	"   London, United Kingdom"	NA
"xxx"	"xxx"	"xxx"	"VP, Product Management, Google"	"San Francisco Bay Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"A9.com"	2004.1	"2005.8"	"   Director of Engineering"	""	"A9.com, an Amazon.com company"	2005.8	"2010.8"	"   VP Advertising Technology"	""	"Google"	2010.8	"present"	"   VP, Product Management, Search"	""	NA
"xxx"	"xxx"	"xxx"	"Technical Recruiter at Google"	"Greater New York City Area"	500	"University of Delaware"	2009	"2013"	"   Organizational Leadership"	"   BS"	""	NA	""	""	""	""	NA	NA	""	""	"JumpStart"	2013.9	"2014.11"	"   Recruiter"	"   Greater New York City Area"	"Google"	2014.12	"2015.7"	"   Recruitment Support Specialist"	"   Greater New York City Area"	"Google"	2015.8	"present"	"   Technical Recruiter"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Head of Industry - Automotive Retail Sales, U.S."	"Greater Detroit Area"	500	"University of Michigan"	2002	"2006"	"   Communicatons &amp; Political Science"	"   BA"	""	NA	""	""	""	""	NA	NA	""	""	"Turner Broadcasting"	2006.5	"2008.5"	"   Sales Planner"	"   Greater Detroit Area"	"Google"	2008.5	"2011.3"	"   Account Manager - B2B Sales"	"   Greater Chicago Area"	"Google, Inc."	2011.4	"2015.12"	"   Automotive Retail Strategist"	"   Greater Detroit Area"	NA
"xxx"	"xxx"	"xxx"	"Director, Corporate Development, Google"	"San Francisco Bay Area"	500	"University of Chicago Law School"	1994	"1997"	"   Law"	"   JD"	"Georgetown University"	1987	"1991"	"   Business"	"   BSBA"	""	NA	NA	""	""	"KPMG"	1991.9	"1994.4"	"   Senior Accountant"	""	"Venture Law Group"	1997.11	"2003.3"	"   Senior Attorney"	""	"Wilson Sonsini Goodrich &amp; Rosati"	2003.3	"2005.2"	"   Associate"	""	NA
"xxx"	"xxx"	"xxx"	"Online Channels Specialist at Google"	"San Francisco Bay Area"	289	"City University of New York-Hunter College"	2014	"2016"	"   Special Education and Early Childhood Education"	"   Master&#39;s Degree"	"University of New South Wales"	2013	"2013"	"   Environmental Studies"	""	"Lafayette College"	2010	2014	"   Environmental Studies"	"   Bachelor of Arts (BA)"	"Lafayette College"	2011.1	"2014.1"	"   Family Weekend Executive Co-Chair"	""	"University of New South Wales"	2013.2	"2013.7"	"   Research Position"	"   Randwick, Australia"	"Teach For America"	2014.6	"2016.6"	"   Corps Member"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Trendspotting at Google"	"New York, New York"	500	"Ryerson University"	2006	"2010"	"   Business Management: Major- Marketing, Minor- Finance"	"   Bachelor of Commerce"	""	NA	""	""	""	""	NA	NA	""	""	"PushLife Inc."	2010.7	"2011.4"	"   Marketing Analyst"	""	"Mantella Venture Partners"	2010.7	"2011.4"	"   Marketing Analyst"	""	"Google"	2011.4	"2013.3"	"   Industry Analyst for CPG, Food and Beverage, Canadian Start Ups"	""	NA
"xxx"	"xxx"	"xxx"	"Recruiter at Google"	"Greater New York City Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"Morgan Stanley"	2009.1	"2010.10"	"   Recruiting Coordinator (Consultant)"	"   New York, NY"	"J.P. Morgan"	2010.1	"2016.3"	"   Recruiter - Asset Management"	"   New York, NY"	"Google"	2016.3	"present"	"   Recruiter"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Program Manager at Google"	"Greater Boston Area"	373	"Hamilton College"	2006	"2010"	"   Biology"	"   Bachelor of Arts (B.A.)"	""	NA	""	""	""	""	NA	NA	""	""	"Google"	2011.3	"2011.6"	"   Operations Associate (Contractor)"	"   Mountain View, CA"	"City of Palo Alto"	2011.6	"2011.8"	"   Assistant Director, Natural Wonders Summer Camp"	"   Palo Alto, CA"	"Google"	2011.9	"2012.9"	"   Team Administrator, Self-driving cars (Contractor)"	"   Mountain View, CA"	NA
"xxx"	"xxx"	"xxx"	"Director of Open Source, Google Inc."	"San Francisco Bay Area"	500	"George Mason University"	NA	""	"   Computer Science"	"   BS"	"Massachusetts Institute of Technology - Sloan School of Management"	2007	"2011"	"   Visiting Scientist"	""	""	NA	NA	""	""	"Google, Inc."	2004.8	"present"	"   Director, Open Source &amp; Making and Science"	"   Mountain View, Ca"	"Mixed Media Labs"	2010.8	"2013.8"	"   Advisor"	""	"IRILL"	2011.5	"2012.10"	"   Scientific Advisor"	""	NA
"xxx"	"xxx"	"xxx"	"Head of IoT Solutions at Google Cloud Platform"	"Santa Barbara, California Area"	500	"University of California, San Diego - School of Medicine"	1993	"2001"	"   Neuroscience"	"   PhD"	"University of Massachusetts Amherst"	1990	"1993"	"   Zoology"	"   B.S."	""	NA	NA	""	""	"Garden Street Academy"	2004.9	"2013.9"	"   Technology Coordinator"	"   Santa Barbara, California Area"	"Amazon Web Services"	2013.9	"2014.7"	"   Professional Services Consultant"	"   Santa Barbara, California Area"	"Google"	2014.11	"2015.10"	"   Senior Cloud Solution Architect"	"   Americas"	NA
"xxx"	"xxx"	"xxx"	"Marketing Manager, Media at Google"	"Singapore"	430	"Delhi University"	2002	"2004"	"   English Literature"	"   MA"	"Delhi University"	1999	"2002"	"   English Literature"	"   B.A. (Hons"	"Mata Jai Kaur Public School"	1987	1999	"   Commerce"	"   S.S"	"Google"	2006.1	"2007.12"	"   AdWords Representative"	""	"Google"	2008.1	"2008.7"	"   AdWords Senior Representative"	""	"Google"	2008.7	"2009.10"	"   AdWords Associate"	""	NA
"xxx"	"xxx"	"xxx"	"Vice President, Hardware at Google"	"San Francisco Bay Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"Google"	2007	"2009"	"   Business Development Manager"	""	"Google"	2009	"2011"	"   Head of YouTube and Display Ads"	""	"Google"	2011	"2016"	"   Senior Director, Living Room Products"	"   San Francisco Bay Area"	NA
"xxx"	"xxx"	"xxx"	"Farmer at John Deere"	"Columbia, Missouri Area"	0	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	""	NA	""	""	""	""	NA	""	""	""	""	NA	""	""	""	NA
"xxx"	"xxx"	"xxx"	"Head of Engineering, Data Insights at Grab"	"Greater Seattle Area"	458	"University of Washington"	1989	"1994"	"   Computer Science"	"   B.A."	"U.S. Navy Nuclear Power School"	1987	"1987"	""	""	""	NA	NA	""	""	"Geoworks"	1992.6	"1997.5"	"   Engineering Project Manager"	""	"Amazon.com"	1998.12	"2005.6"	"   Senior Manager, Software Development"	""	"Google"	2005.6	"present"	"   Senior Staff Software Engineer"	"   Kirkland"	NA
"xxx"	"xxx"	"xxx"	"Vice President, Design  for Hardware Products  at Google"	"San Francisco Bay Area"	500	"Harvard Business School"	1993	"1994"	"   management"	"   pmd"	""	NA	""	""	""	""	NA	NA	""	""	"The Disney Store"	2007	"2008"	"   Chief Creative Officer"	""	"Gap Inc."	2008.6	"2011.6"	"   Executive Vice President of Marketing for the gap brand"	""	"Art.com"	2011.7	"2014.4"	"   CMO of Art.com"	"   Emeryville ca"	NA
"xxx"	"xxx"	"xxx"	"Talent Connector at Google"	"San Francisco Bay Area"	500	"Xavier University"	2003	"2007"	"   Political Science and Communication Arts (Dual Major)"	"   Bachelor of Arts"	""	NA	""	""	""	""	NA	NA	""	""	"LMG, Inc."	2008.9	"2010.8"	"   Executive Assistant"	"   Washington D.C. Metro Area"	"Teach For America"	2010.9	"2012.8"	"   Manager, Talent Recruitment"	"   Washington D.C. Metro Area"	"Teach For America"	2012.8	"2015.9"	"   Chief of Staff"	"   Washington D.C. Metro Area"	NA
"xxx"	"xxx"	"xxx"	"Chief Revenue Officer @ PredictSpring, former Googler"	"San Francisco Bay Area"	500	"Santa Clara University"	1996	"1999"	"   Operations Mgmt Information Systems"	"   MBA"	"Santa Clara University - Leavey School of Business"	1996	"1999"	""	"   MBA"	"San Jose State University"	1988	1993	"   Aviation"	"   BS"	"Lupus Foundation of Northern California"	2007	"present"	"   Chairman of the Board"	"   San Jose, CA"	"Google"	2010.7	"2018.1"	"   Global Director - Google Cloud"	"   Mountain View"	"LiveHive"	2012.5	"present"	"   Advisory Board Member"	"   San Jose, CA"	NA
"xxx"	"xxx"	"xxx"	"Google Cloud Platform,APIs at Google"	"Greater New York City Area"	500	"V.I.T."	2003	"2007"	"   Industrial Engineering"	"   B.E."	"Savitribai Phule Pune University"	2003	"2007"	"   engineering"	"   BE"	"St.Lawrence High School,Kolkata (West Bengal State Board)&#92;tMarch"	2001	2003	""	""	"iViZ Techno Solutions Pvt. Ltd."	2010.7	"2011.11"	"   Lead, Application Support Group"	"   Bangalore"	"iViZ Techno Solutions Pvt. Ltd."	2010.9	"2011.11"	"   Team Lead , SaaS Platform"	""	"Apigee"	2011.11	"2014.7"	"   Solutions Engineer"	"   Bangalore"	NA
"xxx"	"xxx"	"xxx"	"Vice President Marketing at Google"	"San Francisco Bay Area"	500	"INSEAD"	2000	"2000"	""	"   MBA"	"Vrije Universiteit Amsterdam (VU Amsterdam)"	1992	"1995"	"   Sociology"	"   MSc"	"Nyenrode Business University"	1988	1991	"   Business"	"   BBA"	"TNT Post Group"	1992	"1995"	"   Marketing Manager"	""	"Unilever"	1995	"1999"	"   Brand Leader"	""	"Capital One"	2002	"2007"	"   Director of Marketing"	""	NA
"xxx"	"xxx"	"xxx"	"Deep Learning at Google Brain"	"Stanford, California"	500	"Stanford University"	2017	"2021"	"   Computer Science"	"   Doctor of Philosophy - PhD"	"HBX | Harvard Business School"	2014	"2014"	""	"   Core: Credential of Readiness"	"Harvard University"	2012	2016	""	"   MA, Statistics; BA, Chemistry and Physics"	"Melton Laboratory, Harvard Stem Cell Institute"	2014.1	"2015.5"	"   Undergraduate Researcher"	"   Cambridge, MA"	"The Huffington Post"	2015.4	"present"	"   Impact Blogger"	""	"The D. E. Shaw Group"	2015.5	"2015.8"	"   Proprietary Trading Intern"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Researcher at Google"	"Boulder, Colorado"	500	"Stanford University"	2013	"2015"	"   Data Mining &amp; Machine Learning"	"   Graduate Certificate"	"Northwestern University - Kellogg School of Management"	2004	"2010"	"   Management &amp; Organizations"	"   PhD"	"University of Denver"	1999	2002	"   Honors Economics"	"   B.A."	"Google"	2010.1	"2014.2"	"   People Analyst &amp; Data Scientist"	"   Mountain View, California"	"Google"	2010.6	"2010.9"	"   Decision Support Engineering Analyst"	""	"Google"	2014.2	"present"	"   Product Manager, Data Science"	"   Mountain View, CA"	NA
"xxx"	"xxx"	"xxx"	"Head of Social Impact Programs at Google for Education"	"San Francisco Bay Area"	500	"Stanford University Graduate School of Business"	2008	"2010"	"   Business"	"   MBA"	"Harvard University"	2000	"2004"	"   English and American Literature and Language"	"   BA"	""	NA	NA	""	""	"Bain &amp; Company"	2011.1	"2012.7"	"   Consultant"	"   Greater Boston Area"	"Google"	2012.9	"2013.9"	"   Enterprise Online Sales and Operations Manager, Google Apps"	""	"Google"	2013.9	"2016.6"	"   Global Lead - Google for Education Adoption Programs"	""	NA
"xxx"	"xxx"	"xxx"	"Head of Creative Innovation at Google"	"Greater New York City Area"	500	"Tisch School of the Arts, New York University"	2013	"2013"	"   Summer Camp 2013, Interactive Telecommunications Program"	""	"ESCP Europe"	2006	"2007"	"   Marketing and Communication"	"   Master&#39;s degree"	"Sciences Po Grenoble"	2002	2006	"   Digital media and cultural studies"	"   Master&#39;s Degree"	"Google"	2008.4	"2010.6"	"   Account Strategist"	"   Paris Area, France"	"Google"	2010.7	"2011.7"	"   Account Manager"	"   Paris Area, France"	"Google"	2011.7	"2013.12"	"   Creative Producer, the ZOO"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Operations executive | Cloud | Training | Business Intelligence| Finance and Sales Operations | BPM | Engineer"	"San Francisco Bay Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"Allied Signal"	1991.7	"1996.7"	"   Senior Engineer"	""	"Cisco"	1997.5	"2007.2"	"   Technical Leader"	""	"Cisco"	2007.2	"2010.1"	"   Global Sourcing and Supplier Managerment Director"	""	NA
"xxx"	"xxx"	"xxx"	"Vice President at Google"	"United States"	500	"Stanford GSB"	1998.9	"2000.6"	"   General management"	"   MBA"	"Cornell University"	1991.8	"1995.5"	"   Mathematics"	"   BA"	""	NA	NA	""	""	"Siebel Systems"	2002.5	"2005.10"	"   Group Manager"	"   San Mateo, CA"	"VMware"	2005.1	"2013.7"	"   Sr Vice President, Cloud Infrastructure Products"	"   Palo Alto, CA"	"Telerik"	2013	"2014"	"   Board of Directors"	""	NA
"xxx"	"xxx"	"xxx"	"Product at Google"	"San Francisco Bay Area"	500	"University of Central Missouri"	1998	"2002"	"   Mass Communication"	"   Bachelor of Arts (BA)"	""	NA	""	""	""	""	NA	NA	""	""	"Internet of Things Consortium"	2013.12	"2015.12"	"   President"	"   San Francisco Bay Area"	"BrightRoll"	2013.9	"2014.8"	"   Senior Manager, Product"	"   San Francisco Bay Area"	"iotlist.co"	2013.9	"present"	"   Founder"	"   San Francisco Bay Area"	NA
"xxx"	"xxx"	"xxx"	"Director, Solutions - Google Cloud"	"Palm Springs, California"	500	"Willamette University"	1997	"2001"	"   Rhetoric and Media Studies"	"   Bachelors of Science"	"Edmonds Woodway High School"	1994	"1997"	"   Nerd"	""	""	NA	NA	""	""	"Insurgent Technologies"	2005.3	"2005.9"	"   Director of Product Development"	""	"Visible Technologies"	2005.9	"2010.8"	"   Solutions Director"	""	"Amazon Web Services"	2010.8	"2014.4"	"   Senior Manager, Solutions Architecture"	"   Santa Barbara, CA"	NA
"xxx"	"xxx"	"xxx"	"Head of Research &amp; Insights, Marketing at Google"	"New York, New York"	500	"University of Pennsylvania - The Wharton School"	2001	"2003"	""	"   MBA, Marketing"	"University of Pennsylvania"	1992	"1996"	""	"   BA"	""	NA	NA	""	""	"The Parthenon Group"	1996.9	"1999.8"	"   Senior Associate"	""	"Frito-Lay"	2002	"2002"	"   Marketing Intern"	""	"American Express"	2003.9	"2007.7"	"   Senior Marketing Manager, OPEN Small Business"	""	NA
"xxx"	"xxx"	"xxx"	"Google for Education"	"Cambridge, Massachusetts"	500	"Massachusetts Institute of Technology - Sloan School of Management"	NA	""	""	"   Executive Education"	""	NA	""	""	""	""	NA	NA	""	""	"Houghton Mifflin College Division"	2003.8	"2008.2"	"   Senior Product Manager, Digital Products"	""	"Pearson Education"	2008.2	"2009.1"	"   Director, Product Management"	""	"VitalSource Technologies"	2009.1	"2014.6"	"   Business Development Manager"	"   Greater Boston Area"	NA
"xxx"	"xxx"	"xxx"	"Software Engineer at Google"	"San Francisco Bay Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"IBM"	2012.4	"2015.7"	"   Software Engineer"	"   Foster City"	"Google"	2015.1	"present"	"   Software Engineer"	""	""	NA	""	""	""	NA
"xxx"	"xxx"	"xxx"	"Sr.Recruiter at Google"	"Greater Seattle Area"	500	"SYMBIOSIS INTERNATIONAL UNIVERSITY"	2003	"2005"	"   HR majors"	"   MBA-HR"	""	NA	""	""	""	""	NA	NA	""	""	"Executive Development Institute"	2009.3	"2009.6"	"   Volunteer"	""	"NSHMBA"	2009.4	"2010.12"	"   Board Member(Volunteer role)"	""	"COMSYS"	2009.5	"2010.2"	"   Placement Manager/Technical Recruiter"	""	NA
"xxx"	"xxx"	"xxx"	"Cloud Ecosystem &amp; Partnerships - Google Cloud Platform"	"Greater Denver Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"IBM"	2008.8	"2009.8"	"   Competitive Strategy and Marketing Intelligence"	""	"IBM"	2009.6	"2010.10"	"   Cloud Consulting Principal"	""	"Google"	2010.1	"2012.6"	"   Mid-West Enterprise Sales Lead"	""	NA
"xxx"	"xxx"	"xxx"	"University Programs Specialist at Google"	"Ann Arbor, Michigan"	477	"University of Illinois at Urbana-Champaign"	2006	"2010"	"   Psychology"	"   Bachelor of Science (BS)"	""	NA	""	""	""	""	NA	NA	""	""	"Google"	2010.8	"2013.4"	"   Account Strategist"	"   Ann Arbor, MI"	"Google"	2013.1	"present"	"   Team Captain, Manager Rotation- SMB Sales"	""	"Google"	2013.4	"2013.10"	"   Global Sales Trainer, PeopleDev- Global Business Rotation"	"   Gurgaon, India- Sao Paulo, Brazil- Ann Arbor, MI, USA"	NA
"xxx"	"xxx"	"xxx"	"Head of Industry, Media &amp; Entertainment at Google"	"Santa Monica, California"	500	"Pepperdine University, The George L. Graziadio School of Business and Management"	2001	"2003"	"   Marketing, Strategy"	"   MBA"	"University of Washington"	1990.9	"1997.12"	"   Geography"	"   BA"	""	NA	NA	""	""	"Evolution Performance Improvement Corp."	2003.3	"2005.11"	"   Director of Facilitator Development, Change Management Specialist"	""	"Walt Disney Studios Home Entertainment"	2006	"2008.4"	"   Worldwide Brand Manager, TV on DVD"	"   Burbank, CA"	"Activision"	2008.5	"2010.12"	"   Global Brand Manager"	"   Santa Monica, CA"	NA
"xxx"	"xxx"	"xxx"	"Director, Operations, Events &amp; Experiences at Google"	"San Francisco, California"	500	"University of California, Santa Barbara"	NA	"1995"	"   Communications"	"   Bachelor of Arts (B.A.)"	""	NA	""	""	""	""	NA	NA	""	""	"Carlson Marketing Group"	1996.8	"1998.3"	"   Registration Coordinator"	""	"McGettigan Partners"	1998.3	"1999.12"	"   Project Coordinator"	""	"LKE Productions"	1999.12	"2003.7"	"   Account Manager"	""	NA
"xxx"	"xxx"	"xxx"	"Director, Public Policy &amp; Government Relations "	"San Francisco Bay Area"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"United States District Court for the District of Maryland"	2006.8	"2007.9"	"   Law Clerk to the Honorable Alexander Williams Jr."	"   Greenbelt, MD"	"Kilpatrick Townsend &amp; Stockton LLP"	2007.9	"2011.9"	"   Patent Litigation Associate"	"   Atlanta, GA"	"Google"	2011.9	"2013.7"	"   Associate Litigation Counsel"	"   Mountain View, CA"	NA
"xxx"	"xxx"	"xxx"	"Technical Recruiter at Google"	"San Francisco Bay Area"	500	"California Polytechnic State University-San Luis Obispo"	NA	"2015"	"   Sociology - Criminal Justice"	"   Bachelor of Arts"	""	NA	""	""	""	""	NA	NA	""	""	"ADVANTIS Global Inc."	2015.8	"2016.1"	"   Technical Recruiter"	"   San Francisco Bay Area"	"GDH Inc"	2016.2	"2017.8"	"   Technical Recruiter / Account Executive"	"   San Francisco Bay Area"	"Google"	2017.8	"present"	"   Technical Recruiter"	"   San Francisco Bay Area"	NA
"xxx"	"xxx"	"xxx"	"Senior Account Manager at Google"	"New York, New York"	500	"Universitat Pompeu Fabra"	2009	"2009"	""	"   Study Abroad"	"University of Connecticut"	2006	"2010"	"   Finance"	"   B.S."	""	NA	NA	""	""	"Neo@Ogilvy"	2010.9	"2013.3"	"   Search Planner"	"   Greater New York City Area"	"Google"	2013.3	"2015.3"	"   Account Manager, Business &amp; Industrial Markets"	"   Greater New York City Area"	"Google"	2015.4	"present"	"   Senior Account Manager, Food &amp; Beverage"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Managing Director, Global Product Partnerships at Google"	"San Francisco Bay Area"	500	"University of California, Davis"	2000	"2004"	"   Political Science"	"   Bachelor of Arts (B.A.)"	"Lick-Wilmerding High School"	1996	"2000"	""	""	""	NA	NA	""	""	"Bite, a global communications, content and community agency"	2004.9	"2006.8"	"   Public Relations Manager"	"   San Francisco Bay Area"	"Meebo"	2006.8	"2012.6"	"   VP, Head of Business Development"	""	"Google"	2012.6	"2014.10"	"   Head of Product Partnerships"	""	NA
"xxx"	"xxx"	"xxx"	"Strategic Partnerships, Chrome and Android"	"Atlanta, Georgia"	500	""	NA	""	""	""	""	NA	""	""	""	""	NA	NA	""	""	"Borderless Systems"	2002.3	"2006.9"	"   President/Founder"	""	"RealNetworks"	2006.1	"2009.1"	"   Director of Business Development"	""	"CCS"	2009.2	"2011.5"	"   Vice President of Sales and Marketing"	""	NA
