ST,STATE,OCC_TITLE,A_MEAN
MO,Missouri,Paralegals and Legal Assistants,46640
MO,Missouri,Court Reporters,54470
MO,Missouri,"Title Examiners, Abstractors, and Searchers",43150
MO,Missouri,"Legal Support Workers, All Other",45430
MO,Missouri,"Education, Training, and Library Occupations",47340
MO,Missouri,"Business Teachers, Postsecondary",84060
MO,Missouri,"Computer Science Teachers, Postsecondary",77920
MO,Missouri,"Mathematical Science Teachers, Postsecondary",74200
MO,Missouri,"Architecture Teachers, Postsecondary",78090
MO,Missouri,"Engineering Teachers, Postsecondary",96030
MO,Missouri,"Agricultural Sciences Teachers, Postsecondary",93580
MO,Missouri,"Biological Science Teachers, Postsecondary",91150
MO,Missouri,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",90940
MO,Missouri,"Chemistry Teachers, Postsecondary",83250
MO,Missouri,"Environmental Science Teachers, Postsecondary",91480
MO,Missouri,"Physics Teachers, Postsecondary",84140
MO,Missouri,"Anthropology and Archeology Teachers, Postsecondary",71510
MO,Missouri,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",77350
MO,Missouri,"Economics Teachers, Postsecondary",97550
MO,Missouri,"Geography Teachers, Postsecondary",68760
MO,Missouri,"Political Science Teachers, Postsecondary",67890
MO,Missouri,"Psychology Teachers, Postsecondary",78810
MO,Missouri,"Sociology Teachers, Postsecondary",70260
MO,Missouri,"Social Sciences Teachers, Postsecondary, All Other",68010
MO,Missouri,"Health Specialties Teachers, Postsecondary",116270
MO,Missouri,"Nursing Instructors and Teachers, Postsecondary",74100
MO,Missouri,"Education Teachers, Postsecondary",63130
MO,Missouri,"Library Science Teachers, Postsecondary",62370
MO,Missouri,"Criminal Justice and Law Enforcement Teachers, Postsecondary",66820
MO,Missouri,"Law Teachers, Postsecondary",113740
MO,Missouri,"Social Work Teachers, Postsecondary",63510
MO,Missouri,"Art, Drama, and Music Teachers, Postsecondary",70240
MO,Missouri,"Communications Teachers, Postsecondary",69610
MO,Missouri,"English Language and Literature Teachers, Postsecondary",64110
MO,Missouri,"Foreign Language and Literature Teachers, Postsecondary",63170
MO,Missouri,"History Teachers, Postsecondary",72980
MO,Missouri,"Philosophy and Religion Teachers, Postsecondary",71810
MO,Missouri,Graduate Teaching Assistants,32160
MO,Missouri,"Home Economics Teachers, Postsecondary",72250
MO,Missouri,"Recreation and Fitness Studies Teachers, Postsecondary",72810
MO,Missouri,"Vocational Education Teachers, Postsecondary",47430
MO,Missouri,"Postsecondary Teachers, All Other",39610
MO,Missouri,"Preschool Teachers, Except Special Education",27500
MO,Missouri,"Kindergarten Teachers, Except Special Education",47520
MO,Missouri,"Elementary School Teachers, Except Special Education",52920
MO,Missouri,"Middle School Teachers, Except Special and Career/Technical Education",53630
MO,Missouri,"Career/Technical Education Teachers, Middle School",50450
MO,Missouri,"Secondary School Teachers, Except Special and Career/Technical Education",47960
MO,Missouri,"Career/Technical Education Teachers, Secondary School",45940
MO,Missouri,"Special Education Teachers, Preschool",49470
MO,Missouri,"Special Education Teachers, Kindergarten and Elementary School",49460
MO,Missouri,"Special Education Teachers, Middle School",52050
MO,Missouri,"Special Education Teachers, Secondary School",55210
MO,Missouri,"Special Education Teachers, All Other",43240
MO,Missouri,Adult Basic and Secondary Education and Literacy Teachers and Instructors,51480
MO,Missouri,Self-Enrichment Education Teachers,36070
MO,Missouri,"Teachers and Instructors, All Other, Except Substitute Teachers",36800
MO,Missouri,Substitute Teachers,25430
MO,Missouri,Archivists,53440
MO,Missouri,Curators,58590
MO,Missouri,Museum Technicians and Conservators,37260
MO,Missouri,Librarians,52130
MO,Missouri,Library Technicians,36130
MO,Missouri,Audio-Visual and Multimedia Collections Specialists,43210
MO,Missouri,Instructional Coordinators,59010
MO,Missouri,Teacher Assistants,24350
MO,Missouri,"Education, Training, and Library Workers, All Other",41460
MO,Missouri,"Arts, Design, Entertainment, Sports, and Media Occupations",48450
MO,Missouri,Art Directors,106230
MO,Missouri,Craft Artists,26020
MO,Missouri,"Fine Artists, Including Painters, Sculptors, and Illustrators",35930
MO,Missouri,Multimedia Artists and Animators,59490
MO,Missouri,"Artists and Related Workers, All Other",68100
MO,Missouri,Commercial and Industrial Designers,59750
MO,Missouri,Fashion Designers,71030
MO,Missouri,Floral Designers,24550
MO,Missouri,Graphic Designers,47900
MO,Missouri,Interior Designers,53940
MO,Missouri,Merchandise Displayers and Window Trimmers,28520
MO,Missouri,Set and Exhibit Designers,53070
MO,Missouri,"Designers, All Other",52580
MO,Missouri,Actors,*
MO,Missouri,Producers and Directors,63490
MO,Missouri,Athletes and Sports Competitors,51400
MO,Missouri,Coaches and Scouts,36590
MO,Missouri,"Umpires, Referees, and Other Sports Officials",26820
MO,Missouri,Dancers,*
MO,Missouri,Choreographers,50850
MO,Missouri,Music Directors and Composers,54660
MO,Missouri,Musicians and Singers,*
MO,Missouri,"Entertainers and Performers, Sports and Related Workers, All Other",*
MO,Missouri,Radio and Television Announcers,36080
MO,Missouri,Public Address System and Other Announcers,39730
MO,Missouri,Broadcast News Analysts,66730
MO,Missouri,Reporters and Correspondents,36210
MO,Missouri,Public Relations Specialists,56370
MO,Missouri,Editors,56980
MO,Missouri,Technical Writers,63440
MO,Missouri,Writers and Authors,64710
MO,Missouri,Interpreters and Translators,47410
MO,Missouri,"Media and Communication Workers, All Other",49660
MO,Missouri,Audio and Video Equipment Technicians,38990
MO,Missouri,Broadcast Technicians,38230
MO,Missouri,Radio Operators,*
MO,Missouri,Sound Engineering Technicians,57290
MO,Missouri,Photographers,36110
MO,Missouri,"Camera Operators, Television, Video, and Motion Picture",48570
MO,Missouri,Film and Video Editors,52200
MO,Missouri,"Media and Communication Equipment Workers, All Other",63130
MO,Missouri,Healthcare Practitioners and Technical Occupations,67370
MO,Missouri,Chiropractors,58000
MO,Missouri,"Dentists, General",166000
MO,Missouri,Oral and Maxillofacial Surgeons,277690
MO,Missouri,Orthodontists,226630
MO,Missouri,"Dentists, All Other Specialists",183860
MO,Missouri,Dietitians and Nutritionists,47510
MO,Missouri,Optometrists,131070
MO,Missouri,Pharmacists,121080
MO,Missouri,Anesthesiologists,238110
MO,Missouri,Family and General Practitioners,155480
MO,Missouri,"Internists, General",223600
MO,Missouri,Obstetricians and Gynecologists,229110
MO,Missouri,"Pediatricians, General",217520
MO,Missouri,Psychiatrists,169770
MO,Missouri,Surgeons,#
MO,Missouri,"Physicians and Surgeons, All Other",205630
MO,Missouri,Physician Assistants,93770
MO,Missouri,Podiatrists,176680
MO,Missouri,Occupational Therapists,74710
MO,Missouri,Physical Therapists,79120
MO,Missouri,Radiation Therapists,81350
MO,Missouri,Recreational Therapists,41380
MO,Missouri,Respiratory Therapists,51060
MO,Missouri,Speech-Language Pathologists,67370
MO,Missouri,Exercise Physiologists,47700
MO,Missouri,"Therapists, All Other",50320
MO,Missouri,Veterinarians,88250
MO,Missouri,Registered Nurses,59150
MO,Missouri,Nurse Anesthetists,155910
MO,Missouri,Nurse Practitioners,90410
MO,Missouri,Audiologists,76500
MO,Missouri,"Health Diagnosing and Treating Practitioners, All Other",67850
MO,Missouri,Medical and Clinical Laboratory Technologists,57070
MO,Missouri,Medical and Clinical Laboratory Technicians,37750
MO,Missouri,Dental Hygienists,67410
MO,Missouri,Cardiovascular Technologists and Technicians,47760
MO,Missouri,Diagnostic Medical Sonographers,66360
MO,Missouri,Nuclear Medicine Technologists,69690
MO,Missouri,Radiologic Technologists,51780
MO,Missouri,Magnetic Resonance Imaging Technologists,58340
MO,Missouri,Emergency Medical Technicians and Paramedics,34540
MO,Missouri,Dietetic Technicians,24200
MO,Missouri,Pharmacy Technicians,29090
MO,Missouri,Psychiatric Technicians,29640
MO,Missouri,Respiratory Therapy Technicians,49680
MO,Missouri,Surgical Technologists,41840
MO,Missouri,Veterinary Technologists and Technicians,36140
MO,Missouri,Ophthalmic Medical Technicians,32860
MO,Missouri,Licensed Practical and Licensed Vocational Nurses,38380
MO,Missouri,Medical Records and Health Information Technicians,38780
MO,Missouri,"Opticians, Dispensing",29750
MO,Missouri,Orthotists and Prosthetists,64740
MO,Missouri,Hearing Aid Specialists,43780
MO,Missouri,"Health Technologists and Technicians, All Other",42290
MO,Missouri,Occupational Health and Safety Specialists,65340
MO,Missouri,Occupational Health and Safety Technicians,45190
MO,Missouri,Athletic Trainers,45020
MO,Missouri,"Healthcare Practitioners and Technical Workers, All Other",52860
MO,Missouri,Healthcare Support Occupations,26770
MO,Missouri,Home Health Aides,22310
MO,Missouri,Psychiatric Aides,27030
MO,Missouri,Nursing Assistants,23880
MO,Missouri,Orderlies,22570
MO,Missouri,Occupational Therapy Assistants,55520
MO,Missouri,Physical Therapist Assistants,50220
MO,Missouri,Physical Therapist Aides,22830
MO,Missouri,Massage Therapists,31440
MO,Missouri,Dental Assistants,34800
MO,Missouri,Medical Assistants,29480
MO,Missouri,Medical Equipment Preparers,29990
MO,Missouri,Medical Transcriptionists,35780
MO,Missouri,Pharmacy Aides,24440
MO,Missouri,Veterinary Assistants and Laboratory Animal Caretakers,21690
MO,Missouri,Phlebotomists,28790
MO,Missouri,"Healthcare Support Workers, All Other",35850
MO,Missouri,Protective Service Occupations,38650
MO,Missouri,First-Line Supervisors of Correctional Officers,49550
MO,Missouri,First-Line Supervisors of Police and Detectives,73490
MO,Missouri,First-Line Supervisors of Fire Fighting and Prevention Workers,68630
MO,Missouri,"First-Line Supervisors of Protective Service Workers, All Other",41750
MO,Missouri,Firefighters,47310
MO,Missouri,Fire Inspectors and Investigators,50880
MO,Missouri,Bailiffs,33640
MO,Missouri,Correctional Officers and Jailers,30320
MO,Missouri,Detectives and Criminal Investigators,69800
MO,Missouri,Parking Enforcement Workers,35490
MO,Missouri,Police and Sheriff's Patrol Officers,46230
MO,Missouri,Transit and Railroad Police,35120
MO,Missouri,Animal Control Workers,32380
MO,Missouri,Private Detectives and Investigators,51680
MO,Missouri,Gaming Surveillance Officers and Gaming Investigators,33620
MO,Missouri,Security Guards,27430
MO,Missouri,Crossing Guards,30090
MO,Missouri,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",18390
MO,Missouri,Transportation Security Screeners,38720
MO,Missouri,"Protective Service Workers, All Other",32250
MO,Missouri,Food Preparation and Serving Related Occupations,20900
MO,Missouri,Chefs and Head Cooks,43710
MO,Missouri,First-Line Supervisors of Food Preparation and Serving Workers,29570
MO,Missouri,"Cooks, Fast Food",18580
MO,Missouri,"Cooks, Institution and Cafeteria",22310
MO,Missouri,"Cooks, Restaurant",22810
MO,Missouri,"Cooks, Short Order",20080
MO,Missouri,"Cooks, All Other",26060
MO,Missouri,Food Preparation Workers,20500
MO,Missouri,Bartenders,20960
MO,Missouri,"Combined Food Preparation and Serving Workers, Including Fast Food",19190
MO,Missouri,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",19290
MO,Missouri,Waiters and Waitresses,19420
MO,Missouri,"Food Servers, Nonrestaurant",19450
MO,Missouri,Dining Room and Cafeteria Attendants and Bartender Helpers,20070
MO,Missouri,Dishwashers,19060
MO,Missouri,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",18940
MO,Missouri,"Food Preparation and Serving Related Workers, All Other",23020
MO,Missouri,Building and Grounds Cleaning and Maintenance Occupations,25010
MO,Missouri,First-Line Supervisors of Housekeeping and Janitorial Workers,38250
MO,Missouri,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",49240
MO,Missouri,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",23880
MO,Missouri,Maids and Housekeeping Cleaners,20550
MO,Missouri,"Building Cleaning Workers, All Other",39020
MO,Missouri,Pest Control Workers,33790
MO,Missouri,Landscaping and Groundskeeping Workers,26310
MO,Missouri,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",32080
MO,Missouri,Tree Trimmers and Pruners,33480
MO,Missouri,"Grounds Maintenance Workers, All Other",44850
MO,Missouri,Personal Care and Service Occupations,22560
MO,Missouri,Gaming Supervisors,49290
MO,Missouri,Slot Supervisors,34840
MO,Missouri,First-Line Supervisors of Personal Service Workers,33250
MO,Missouri,Animal Trainers,31320
MO,Missouri,Nonfarm Animal Caretakers,21680
MO,Missouri,Gaming Dealers,18220
MO,Missouri,"Gaming Service Workers, All Other",28430
MO,Missouri,Motion Picture Projectionists,39010
MO,Missouri,"Ushers, Lobby Attendants, and Ticket Takers",19560
MO,Missouri,Amusement and Recreation Attendants,19740
MO,Missouri,Costume Attendants,37500
MO,Missouri,"Locker Room, Coatroom, and Dressing Room Attendants",19680
MO,Missouri,"Entertainment Attendants and Related Workers, All Other",24270
MO,Missouri,Embalmers,49540
MO,Missouri,Funeral Attendants,23750
MO,Missouri,"Morticians, Undertakers, and Funeral Directors",43910
MO,Missouri,Barbers,29320
MO,Missouri,"Hairdressers, Hairstylists, and Cosmetologists",27150
MO,Missouri,Manicurists and Pedicurists,23480
MO,Missouri,Skincare Specialists,35510
MO,Missouri,Baggage Porters and Bellhops,20740
MO,Missouri,Concierges,25470
MO,Missouri,Tour Guides and Escorts,21980
MO,Missouri,Childcare Workers,20360
MO,Missouri,Personal Care Aides,20140
MO,Missouri,Fitness Trainers and Aerobics Instructors,30920
MO,Missouri,Recreation Workers,24430
MO,Missouri,Residential Advisors,26780
MO,Missouri,"Personal Care and Service Workers, All Other",25720
MO,Missouri,Sales and Related Occupations,35020
MO,Missouri,First-Line Supervisors of Retail Sales Workers,39720
MO,Missouri,First-Line Supervisors of Non-Retail Sales Workers,66130
MO,Missouri,Cashiers,20320
MO,Missouri,Gaming Change Persons and Booth Cashiers,26180
MO,Missouri,Counter and Rental Clerks,25480
MO,Missouri,Parts Salespersons,29420
MO,Missouri,Retail Salespersons,25590
MO,Missouri,Advertising Sales Agents,42220
MO,Missouri,Insurance Sales Agents,61790
MO,Missouri,"Securities, Commodities, and Financial Services Sales Agents",87570
MO,Missouri,Travel Agents,37530
MO,Missouri,"Sales Representatives, Services, All Other",53370
MO,Missouri,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",71710
MO,Missouri,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",62060
MO,Missouri,Demonstrators and Product Promoters,22630
MO,Missouri,Models,32210
MO,Missouri,Real Estate Brokers,37510
MO,Missouri,Real Estate Sales Agents,53360
MO,Missouri,Sales Engineers,93010
MO,Missouri,Telemarketers,24660
MO,Missouri,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",21560
MO,Missouri,"Sales and Related Workers, All Other",39450
MO,Missouri,Office and Administrative Support Occupations,34260
MO,Missouri,First-Line Supervisors of Office and Administrative Support Workers,53850
MO,Missouri,"Switchboard Operators, Including Answering Service",26540
MO,Missouri,Telephone Operators,35390
MO,Missouri,Bill and Account Collectors,31820
MO,Missouri,Billing and Posting Clerks,34280
MO,Missouri,"Bookkeeping, Accounting, and Auditing Clerks",36900
MO,Missouri,Gaming Cage Workers,26000
MO,Missouri,Payroll and Timekeeping Clerks,38940
MO,Missouri,Procurement Clerks,39010
MO,Missouri,Tellers,23860
MO,Missouri,"Financial Clerks, All Other",40870
MO,Missouri,Brokerage Clerks,42480
MO,Missouri,Correspondence Clerks,36670
MO,Missouri,"Court, Municipal, and License Clerks",29250
MO,Missouri,"Credit Authorizers, Checkers, and Clerks",36690
MO,Missouri,Customer Service Representatives,33250
MO,Missouri,"Eligibility Interviewers, Government Programs",39410
MO,Missouri,File Clerks,33980
MO,Missouri,"Hotel, Motel, and Resort Desk Clerks",20400
MO,Missouri,"Interviewers, Except Eligibility and Loan",32030
MO,Missouri,"Library Assistants, Clerical",23720
MO,Missouri,Loan Interviewers and Clerks,34530
MO,Missouri,New Accounts Clerks,31440
MO,Missouri,Order Clerks,33280
MO,Missouri,"Human Resources Assistants, Except Payroll and Timekeeping",38220
MO,Missouri,Receptionists and Information Clerks,26150
MO,Missouri,Reservation and Transportation Ticket Agents and Travel Clerks,37870
MO,Missouri,"Information and Record Clerks, All Other",38390
MO,Missouri,Cargo and Freight Agents,41880
MO,Missouri,Couriers and Messengers,28280
MO,Missouri,"Police, Fire, and Ambulance Dispatchers",33780
MO,Missouri,"Dispatchers, Except Police, Fire, and Ambulance",40780
MO,Missouri,"Meter Readers, Utilities",42120
MO,Missouri,Postal Service Clerks,44920
MO,Missouri,Postal Service Mail Carriers,49890
MO,Missouri,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",50610
MO,Missouri,"Production, Planning, and Expediting Clerks",49050
MO,Missouri,"Shipping, Receiving, and Traffic Clerks",32010
MO,Missouri,Stock Clerks and Order Fillers,25810
MO,Missouri,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30920
MO,Missouri,Executive Secretaries and Executive Administrative Assistants,51530
MO,Missouri,Legal Secretaries,43460
MO,Missouri,Medical Secretaries,32630
MO,Missouri,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",31760
MO,Missouri,Computer Operators,45360
MO,Missouri,Data Entry Keyers,28910
MO,Missouri,Word Processors and Typists,31810
MO,Missouri,Desktop Publishers,34150
MO,Missouri,Insurance Claims and Policy Processing Clerks,43160
MO,Missouri,"Mail Clerks and Mail Machine Operators, Except Postal Service",28560
MO,Missouri,"Office Clerks, General",30210
MO,Missouri,"Office Machine Operators, Except Computer",30340
MO,Missouri,Proofreaders and Copy Markers,36990
MO,Missouri,Statistical Assistants,49160
MO,Missouri,"Office and Administrative Support Workers, All Other",36990
MO,Missouri,"Farming, Fishing, and Forestry Occupations",28740
MO,Missouri,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",44980
MO,Missouri,Agricultural Inspectors,43800
MO,Missouri,Animal Breeders,29620
MO,Missouri,"Graders and Sorters, Agricultural Products",23400
MO,Missouri,Agricultural Equipment Operators,28090
MO,Missouri,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",22030
MO,Missouri,"Farmworkers, Farm, Ranch, and Aquacultural Animals",25070
MO,Missouri,"Agricultural Workers, All Other",27220
MO,Missouri,Fallers,28020
MO,Missouri,Logging Equipment Operators,28310
MO,Missouri,Log Graders and Scalers,33170
MO,Missouri,Construction and Extraction Occupations,50080
MO,Missouri,First-Line Supervisors of Construction Trades and Extraction Workers,66810
MO,Missouri,Boilermakers,75820
MO,Missouri,Brickmasons and Blockmasons,62610
MO,Missouri,Stonemasons,42910
MO,Missouri,Carpenters,51770
MO,Missouri,Carpet Installers,46230
MO,Missouri,"Floor Layers, Except Carpet, Wood, and Hard Tiles",54340
MO,Missouri,Floor Sanders and Finishers,52160
MO,Missouri,Tile and Marble Setters,52500
MO,Missouri,Cement Masons and Concrete Finishers,46020
MO,Missouri,Construction Laborers,41310
MO,Missouri,"Paving, Surfacing, and Tamping Equipment Operators",38890
MO,Missouri,Pile-Driver Operators,61370
MO,Missouri,Operating Engineers and Other Construction Equipment Operators,52950
MO,Missouri,Drywall and Ceiling Tile Installers,46600
MO,Missouri,Tapers,55850
MO,Missouri,Electricians,57760
MO,Missouri,Glaziers,49530
MO,Missouri,"Insulation Workers, Floor, Ceiling, and Wall",41740
MO,Missouri,"Insulation Workers, Mechanical",59000
MO,Missouri,"Painters, Construction and Maintenance",49780
MO,Missouri,Paperhangers,37210
MO,Missouri,Pipelayers,57020
MO,Missouri,"Plumbers, Pipefitters, and Steamfitters",63600
MO,Missouri,Plasterers and Stucco Masons,43800
MO,Missouri,Reinforcing Iron and Rebar Workers,52560
MO,Missouri,Roofers,39900
MO,Missouri,Sheet Metal Workers,57720
MO,Missouri,Structural Iron and Steel Workers,57030
MO,Missouri,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",39020
MO,Missouri,Helpers--Carpenters,33160
MO,Missouri,Helpers--Electricians,29940
MO,Missouri,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",32060
MO,Missouri,Helpers--Roofers,29080
MO,Missouri,"Helpers, Construction Trades, All Other",30310
MO,Missouri,Construction and Building Inspectors,50010
MO,Missouri,Elevator Installers and Repairers,80450
MO,Missouri,Fence Erectors,28610
MO,Missouri,Hazardous Materials Removal Workers,38010
MO,Missouri,Highway Maintenance Workers,33470
MO,Missouri,Rail-Track Laying and Maintenance Equipment Operators,44130
MO,Missouri,Septic Tank Servicers and Sewer Pipe Cleaners,38030
MO,Missouri,"Construction and Related Workers, All Other",45200
MO,Missouri,"Earth Drillers, Except Oil and Gas",38780
MO,Missouri,"Explosives Workers, Ordnance Handling Experts, and Blasters",42440
MO,Missouri,Continuous Mining Machine Operators,40280
MO,Missouri,Mine Cutting and Channeling Machine Operators,33920
MO,Missouri,"Rock Splitters, Quarry",30840
MO,Missouri,Helpers--Extraction Workers,33940
MO,Missouri,"Installation, Maintenance, and Repair Occupations",43390
MO,Missouri,"First-Line Supervisors of Mechanics, Installers, and Repairers",58010
MO,Missouri,"Computer, Automated Teller, and Office Machine Repairers",37480
MO,Missouri,"Radio, Cellular, and Tower Equipment Installers and Repairers",49610
MO,Missouri,"Telecommunications Equipment Installers and Repairers, Except Line Installers",48690
MO,Missouri,Avionics Technicians,64620
MO,Missouri,"Electric Motor, Power Tool, and Related Repairers",41490
MO,Missouri,"Electrical and Electronics Installers and Repairers, Transportation Equipment",58200
MO,Missouri,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",53600
MO,Missouri,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",74180
MO,Missouri,"Electronic Equipment Installers and Repairers, Motor Vehicles",35110
MO,Missouri,Electronic Home Entertainment Equipment Installers and Repairers,40360
MO,Missouri,Security and Fire Alarm Systems Installers,40740
MO,Missouri,Aircraft Mechanics and Service Technicians,63080
MO,Missouri,Automotive Body and Related Repairers,43340
MO,Missouri,Automotive Glass Installers and Repairers,32460
MO,Missouri,Automotive Service Technicians and Mechanics,38840
MO,Missouri,Bus and Truck Mechanics and Diesel Engine Specialists,43060
MO,Missouri,Farm Equipment Mechanics and Service Technicians,34040
MO,Missouri,"Mobile Heavy Equipment Mechanics, Except Engines",49750
MO,Missouri,Rail Car Repairers,42750
MO,Missouri,Motorboat Mechanics and Service Technicians,31690
MO,Missouri,Motorcycle Mechanics,31830
MO,Missouri,Outdoor Power Equipment and Other Small Engine Mechanics,34710
MO,Missouri,Bicycle Repairers,25690
MO,Missouri,Recreational Vehicle Service Technicians,34440
MO,Missouri,Tire Repairers and Changers,24270
MO,Missouri,Mechanical Door Repairers,36690
MO,Missouri,"Control and Valve Installers and Repairers, Except Mechanical Door",56340
MO,Missouri,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",48490
MO,Missouri,Home Appliance Repairers,40520
MO,Missouri,Industrial Machinery Mechanics,50920
MO,Missouri,"Maintenance Workers, Machinery",45040
MO,Missouri,Millwrights,51310
MO,Missouri,Electrical Power-Line Installers and Repairers,70430
MO,Missouri,Telecommunications Line Installers and Repairers,53480
MO,Missouri,Camera and Photographic Equipment Repairers,36170
MO,Missouri,Medical Equipment Repairers,46360
MO,Missouri,Musical Instrument Repairers and Tuners,35980
MO,Missouri,"Precision Instrument and Equipment Repairers, All Other",47200
MO,Missouri,"Maintenance and Repair Workers, General",35430
MO,Missouri,"Coin, Vending, and Amusement Machine Servicers and Repairers",33870
MO,Missouri,Commercial Divers,47030
MO,Missouri,Locksmiths and Safe Repairers,44150
MO,Missouri,Manufactured Building and Mobile Home Installers,29210
MO,Missouri,Riggers,45010
MO,Missouri,Signal and Track Switch Repairers,57930
MO,Missouri,"Helpers--Installation, Maintenance, and Repair Workers",25760
MO,Missouri,"Installation, Maintenance, and Repair Workers, All Other",43540
MO,Missouri,Production Occupations,35480
MO,Missouri,First-Line Supervisors of Production and Operating Workers,54670
MO,Missouri,"Coil Winders, Tapers, and Finishers",32900
MO,Missouri,Electrical and Electronic Equipment Assemblers,33510
MO,Missouri,Electromechanical Equipment Assemblers,30770
MO,Missouri,Engine and Other Machine Assemblers,39800
MO,Missouri,Structural Metal Fabricators and Fitters,44290
MO,Missouri,Fiberglass Laminators and Fabricators,28840
MO,Missouri,Team Assemblers,34000
MO,Missouri,"Assemblers and Fabricators, All Other",26180
MO,Missouri,Bakers,23400
MO,Missouri,Butchers and Meat Cutters,30120
MO,Missouri,"Meat, Poultry, and Fish Cutters and Trimmers",25160
MO,Missouri,Slaughterers and Meat Packers,26080
MO,Missouri,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27710
MO,Missouri,Food Batchmakers,32370
MO,Missouri,Food Cooking Machine Operators and Tenders,32130
MO,Missouri,"Food Processing Workers, All Other",23940
MO,Missouri,"Computer-Controlled Machine Tool Operators, Metal and Plastic",37390
MO,Missouri,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",44070
MO,Missouri,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",31060
MO,Missouri,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",29660
MO,Missouri,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",37740
MO,Missouri,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",31050
MO,Missouri,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",31810
MO,Missouri,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",34110
MO,Missouri,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",38480
MO,Missouri,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",36560
MO,Missouri,Machinists,42200
MO,Missouri,Metal-Refining Furnace Operators and Tenders,39530
MO,Missouri,"Pourers and Casters, Metal",31500
MO,Missouri,"Model Makers, Metal and Plastic",46120
MO,Missouri,"Patternmakers, Metal and Plastic",33330
MO,Missouri,Foundry Mold and Coremakers,32340
MO,Missouri,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",28670
MO,Missouri,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",32320
MO,Missouri,Tool and Die Makers,52640
MO,Missouri,"Welders, Cutters, Solderers, and Brazers",38350
MO,Missouri,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",32670
MO,Missouri,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",33370
MO,Missouri,"Layout Workers, Metal and Plastic",43310
MO,Missouri,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",31780
MO,Missouri,"Tool Grinders, Filers, and Sharpeners",33480
MO,Missouri,"Metal Workers and Plastic Workers, All Other",30060
MO,Missouri,Prepress Technicians and Workers,42010
MO,Missouri,Printing Press Operators,37470
MO,Missouri,Print Binding and Finishing Workers,31570
MO,Missouri,Laundry and Dry-Cleaning Workers,20800
MO,Missouri,"Pressers, Textile, Garment, and Related Materials",24160
MO,Missouri,Sewing Machine Operators,22600
MO,Missouri,Shoe and Leather Workers and Repairers,24600
MO,Missouri,"Tailors, Dressmakers, and Custom Sewers",27330
MO,Missouri,"Textile Cutting Machine Setters, Operators, and Tenders",26370
MO,Missouri,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",25390
MO,Missouri,Fabric and Apparel Patternmakers,*
MO,Missouri,Upholsterers,32550
MO,Missouri,"Textile, Apparel, and Furnishings Workers, All Other",29450
MO,Missouri,Cabinetmakers and Bench Carpenters,31280
MO,Missouri,Furniture Finishers,26210
MO,Missouri,"Sawing Machine Setters, Operators, and Tenders, Wood",25640
MO,Missouri,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27690
MO,Missouri,"Woodworkers, All Other",27520
MO,Missouri,Power Distributors and Dispatchers,84090
MO,Missouri,Power Plant Operators,68770
MO,Missouri,Stationary Engineers and Boiler Operators,51150
MO,Missouri,Water and Wastewater Treatment Plant and System Operators,41650
MO,Missouri,Chemical Plant and System Operators,57280
